2015-03-01 00:01:31,118.244.228.205,GET,/wap/read.asp,chapterId=139342&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,182
2015-03-01 00:01:31,118.244.228.205,GET,/wap/read.asp,chapterId=139387&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,182
2015-03-01 00:01:33,118.244.228.205,GET,/wap/read.asp,chapterId=139376&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,186
2015-03-01 00:01:34,118.244.228.205,GET,/wap/read.asp,chapterId=139386&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,174
2015-03-01 00:01:36,118.244.228.205,GET,/wap/read.asp,chapterId=139386&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,212
2015-03-01 00:01:36,118.244.228.205,GET,/wap/init.asp,comicId=12568&chapterId=139386&_=1425168095811,123.172.216.254,Mozilla,0,1,200,0,0,182
2015-03-01 00:01:36,118.244.228.205,GET,/wap/lastread.asp,comicId=12568&chapterId=139386&_=1425168095812,123.172.216.254,Mozilla,0,1,200,0,0,104
2015-03-01 00:01:37,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139386&imageId=0&_=1425168095813,123.172.216.254,Mozilla,0,1,200,0,0,116
2015-03-01 00:01:37,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139386&imageId=1&_=1425168095814,123.172.216.254,Mozilla,0,1,200,0,0,211
2015-03-01 00:01:37,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139386&imageId=2&_=1425168095815,123.172.216.254,Mozilla,0,1,200,0,0,236
2015-03-01 00:01:37,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139386&imageId=3&_=1425168095816,123.172.216.254,Mozilla,0,1,200,0,0,204
2015-03-01 00:01:42,118.244.228.205,GET,/wap/prev.asp,comicId=12568&chapterId=139386&_=1425168095817,123.172.216.254,Mozilla,0,1,200,0,0,98
2015-03-01 00:01:42,118.244.228.205,GET,/wap/init.asp,comicId=12568&chapterId=139385&_=1425168095818,123.172.216.254,Mozilla,0,1,200,0,0,114
2015-03-01 00:01:42,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139385&imageId=175&_=1425168095819,123.172.216.254,Mozilla,0,1,200,0,0,102
2015-03-01 00:01:44,118.244.228.205,GET,/wap/read.asp,chapterId=139343&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,178
2015-03-01 00:01:45,118.244.228.205,GET,/wap/read.asp,chapterId=139342&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,192
2015-03-01 00:01:47,118.244.228.205,GET,/wap/read.asp,chapterId=139342&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,193
2015-03-01 00:01:47,118.244.228.205,GET,/wap/init.asp,comicId=12568&chapterId=139342&_=1425168107132,123.172.216.254,Mozilla,0,1,200,0,0,128
2015-03-01 00:01:48,118.244.228.205,GET,/wap/lastread.asp,comicId=12568&chapterId=139342&_=1425168107133,123.172.216.254,Mozilla,0,1,200,0,0,118
2015-03-01 00:01:48,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139342&imageId=0&_=1425168107134,123.172.216.254,Mozilla,0,1,200,0,0,106
2015-03-01 00:01:48,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139342&imageId=2&_=1425168107136,123.172.216.254,Mozilla,0,1,200,0,0,137
2015-03-01 00:01:48,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139342&imageId=1&_=1425168107135,123.172.216.254,Mozilla,0,1,200,0,0,155
2015-03-01 00:01:48,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139342&imageId=3&_=1425168107137,123.172.216.254,Mozilla,0,1,200,0,0,118
2015-03-01 00:01:55,118.244.228.205,GET,/wap/read.asp,chapterId=139346&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,180
2015-03-01 00:01:57,118.244.228.205,GET,/wap/info.asp,id=12568&page=1,123.172.216.254,Mozilla,0,1,200,0,0,161
2015-03-01 00:02:00,118.244.228.205,GET,/wap/read.asp,chapterId=139335&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,64,178
2015-03-01 00:02:00,118.244.228.205,GET,/wap/read.asp,chapterId=139334&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,204
2015-03-01 00:02:01,118.244.228.205,GET,/wap/read.asp,chapterId=139334&comicId=12568,123.172.216.254,Mozilla,0,1,200,0,0,194
2015-03-01 00:02:01,118.244.228.205,GET,/wap/init.asp,comicId=12568&chapterId=139334&_=1425168122426,123.172.216.254,Mozilla,0,1,200,0,0,109
2015-03-01 00:02:01,118.244.228.205,GET,/wap/lastread.asp,comicId=12568&chapterId=139334&_=1425168122427,123.172.216.254,Mozilla,0,1,200,0,0,160
2015-03-01 00:02:02,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139334&imageId=0&_=1425168122428,123.172.216.254,Mozilla,0,1,200,0,0,107
2015-03-01 00:02:02,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139334&imageId=1&_=1425168122429,123.172.216.254,Mozilla,0,1,200,0,0,143
2015-03-01 00:02:02,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139334&imageId=2&_=1425168122430,123.172.216.254,Mozilla,0,1,200,0,0,192
2015-03-01 00:02:02,118.244.228.205,GET,/wap/load.asp,comicId=12568&chapterId=139334&imageId=3&_=1425168122431,123.172.216.254,Mozilla,0,1,200,0,0,225
2015-03-01 00:02:07,118.244.228.205,GET,/wap/prev.asp,comicId=12568&chapterId=139334&_=1425168122432,123.172.216.254,Mozilla,0,1,200,0,0,164
