,Date & Time,User IP,Method,Url,Query String,Agent IP,Browser Type,OS,Url_Category,Agent_IP_Category,Login Type,HTTP Status,Test1,Win 32 Status,Sub Status
2552,2015-03-01 00:10:49,118.244.228.205,GET,/wap/lastread.asp,comicId=12335&chapterId=123992&_=1425168659713,111.30.132.208,Mozilla,0,23,165,1,200,0,0,87
2553,2015-03-01 00:10:49,118.244.228.205,GET,/wap/init.asp,comicId=12335&chapterId=123992&_=1425168659712,111.30.132.208,Mozilla,0,21,165,1,200,0,0,125
2556,2015-03-01 00:10:49,118.244.228.205,GET,/wap/load.asp,comicId=12335&chapterId=123992&imageId=0&_=1425168659714,111.30.132.208,Mozilla,0,26,165,1,200,0,64,80
2584,2015-03-01 00:10:55,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=129089&_=1425153016514,58.22.113.157,Mozilla,0,29,1159,1,200,0,0,181
2587,2015-03-01 00:10:55,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=129090&_=1425153016515,58.22.113.157,Mozilla,0,21,1159,1,200,0,0,178
2635,2015-03-01 00:11:05,118.244.228.205,GET,/wap/load.asp,comicId=12443&chapterId=133214&imageId=28&_=1425168066842,220.202.153.108,Mozilla,0,26,962,1,200,0,0,1924
2673,2015-03-01 00:11:14,118.244.228.205,GET,/wap/read.asp,chapterId=138868&comicId=12554,117.136.7.175,Mozilla,1,31,356,1,200,0,0,763
2686,2015-03-01 00:11:20,118.244.228.205,GET,/wap/info.asp,id=12554,111.30.132.212,Mozilla,0,20,166,1,200,0,64,123
2714,2015-03-01 00:11:28,118.244.228.205,GET,/wap/init.asp,comicId=12554&chapterId=138868&_=1425168694343,117.136.7.175,Mozilla,1,21,356,1,200,0,0,473
2715,2015-03-01 00:11:28,118.244.228.205,GET,/wap/lastread.asp,comicId=12554&chapterId=138868&_=1425168694344,117.136.7.175,Mozilla,1,23,356,1,200,0,0,408
2724,2015-03-01 00:11:29,118.244.228.205,GET,/wap/load.asp,comicId=12554&chapterId=138868&imageId=0&_=1425168694345,117.136.7.175,Mozilla,1,26,356,1,200,0,0,726
2727,2015-03-01 00:11:30,118.244.228.205,GET,/wap/read.asp,chapterId=138868&comicId=12554,111.30.132.212,Mozilla,0,31,166,1,200,0,0,166
2731,2015-03-01 00:11:30,118.244.228.205,GET,/wap/read.asp,chapterId=124638&comicId=12332&from=timeline&isappinstalled=0,68.102.3.253,Mozilla,1,31,1229,1,200,0,0,601
2735,2015-03-01 00:11:32,118.244.228.205,GET,/wap/init.asp,comicId=12554&chapterId=138868&_=1425168707961,111.30.132.212,Mozilla,0,21,166,1,200,0,0,63
2737,2015-03-01 00:11:32,118.244.228.205,GET,/wap/lastread.asp,comicId=12554&chapterId=138868&_=1425168707962,111.30.132.212,Mozilla,0,23,166,1,200,0,0,70
2738,2015-03-01 00:11:32,118.244.228.205,GET,/wap/load.asp,comicId=12554&chapterId=138868&imageId=1&_=1425168707964,111.30.132.212,Mozilla,0,26,166,1,200,0,64,71
2760,2015-03-01 00:11:37,118.244.228.205,GET,/wap/init.asp,comicId=12332&chapterId=124638&_=1425168709570,68.102.3.253,Mozilla,1,21,1229,1,200,0,0,397
2761,2015-03-01 00:11:37,118.244.228.205,GET,/wap/lastread.asp,comicId=12332&chapterId=124638&_=1425168709571,68.102.3.253,Mozilla,1,23,1229,1,200,0,0,405
2765,2015-03-01 00:11:37,118.244.228.205,GET,/wap/load.asp,comicId=12332&chapterId=124638&imageId=2&_=1425168709574,68.102.3.253,Mozilla,1,26,1229,1,200,0,0,390
2800,2015-03-01 00:11:45,118.244.228.205,GET,/wap/next.asp,comicId=12335&chapterId=123992&_=1425168659727,111.30.132.208,Mozilla,0,29,165,1,200,0,64,78
2840,2015-03-01 00:11:51,118.244.228.205,GET,/wap/next.asp,comicId=12441&chapterId=133751&_=1425168549026,61.49.57.61,Mozilla,0,29,1225,1,200,0,64,77
2860,2015-03-01 00:11:55,118.244.228.205,GET,/wap/prev.asp,comicId=12332&chapterId=124638&_=1425168719749,68.102.3.253,Mozilla,1,30,1229,1,200,0,0,472
2917,2015-03-01 00:12:04,118.244.228.205,GET,/wap/load.asp,comicId=12554&chapterId=138868&imageId=20&_=1425168707976,123.151.42.48,Mozilla,0,26,526,1,200,0,64,68
3077,2015-03-01 00:12:43,118.244.228.205,GET,/wap/next.asp,comicId=12443&chapterId=133214&_=1425168066847,183.61.32.57,Mozilla,0,29,898,1,200,0,64,100
3080,2015-03-01 00:12:44,118.244.228.205,GET,/wap/init.asp,comicId=12443&chapterId=133215&_=1425168066849,183.61.32.57,Mozilla,0,21,898,1,200,0,0,93
3116,2015-03-01 00:12:51,118.244.228.205,GET,/wap/next.asp,comicId=12422&chapterId=136583&_=1425168556105,122.156.242.206,Mozilla,0,29,488,1,200,0,0,93
3131,2015-03-01 00:12:54,118.244.228.205,GET,/wap/load.asp,comicId=12605&chapterId=140870&imageId=196&_=1425163026823,117.136.36.44,Mozilla,0,26,353,1,200,0,0,856
3191,2015-03-01 00:13:03,118.244.228.205,GET,/wap/info.asp,id=12557,101.226.89.123,Mozilla,2,20,51,0,200,0,0,141
3224,2015-03-01 00:13:09,118.244.228.205,GET,/wap/load.asp,comicId=12557&chapterId=138932&imageId=2&_=1425168801997,123.151.153.35,Mozilla,0,26,519,1,200,0,64,102
3253,2015-03-01 00:13:17,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=124517&_=1425168866852,113.64.14.21,Mozilla,0,29,255,1,200,0,0,155
3327,2015-03-01 00:13:30,118.244.228.205,GET,/wap/info.asp,id=12303,117.185.27.103,Mozilla,0,20,381,1,200,0,64,90
3332,2015-03-01 00:13:31,118.244.228.205,GET,/wap/info.asp,id=12337,101.226.89.193,Mozilla,0,20,53,1,200,0,64,196
3372,2015-03-01 00:13:37,118.244.228.205,GET,/wap/info.asp,id=12337&page=10,120.204.200.83,Mozilla,0,20,461,1,200,0,64,166
3378,2015-03-01 00:13:38,118.244.228.205,GET,/wap/read.asp,chapterId=129642&comicId=12286,112.65.193.15,Mozilla,2,31,200,0,200,0,0,249
3428,2015-03-01 00:13:42,118.244.228.205,GET,/wap/info.asp,id=12303&page=4,101.226.89.14,Mozilla,0,20,52,1,200,0,0,87
3434,2015-03-01 00:13:43,118.244.228.205,GET,/wap/info.asp,id=12655,180.153.206.26,Mozilla,2,20,822,0,200,0,0,138
3454,2015-03-01 00:13:49,118.244.228.205,GET,/wap/read.asp,chapterId=136342&comicId=12337,101.226.89.193,Mozilla,0,31,53,1,200,0,64,166
3467,2015-03-01 00:13:51,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=136342&_=1425168699138,120.204.200.83,Mozilla,0,21,461,1,200,0,0,90
3468,2015-03-01 00:13:52,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=136342&_=1425168699139,120.204.200.83,Mozilla,0,23,461,1,200,0,0,86
3469,2015-03-01 00:13:52,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=136342&imageId=0&_=1425168699140,120.204.200.83,Mozilla,0,26,461,1,200,0,64,88
3473,2015-03-01 00:13:52,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=136342&imageId=2&_=1425168699142,101.226.89.193,Mozilla,0,26,53,1,200,0,64,106
3476,2015-03-01 00:13:52,118.244.228.205,GET,/wap/read.asp,chapterId=126775&comicId=12303,117.185.27.103,Mozilla,0,31,381,1,200,0,64,151
3477,2015-03-01 00:13:54,118.244.228.205,GET,/wap/init.asp,comicId=12303&chapterId=126775&_=1425168847205,117.185.27.103,Mozilla,0,21,381,1,200,0,0,100
3479,2015-03-01 00:13:54,118.244.228.205,GET,/wap/lastread.asp,comicId=12303&chapterId=126775&_=1425168847206,117.185.27.103,Mozilla,0,23,381,1,200,0,0,97
3480,2015-03-01 00:13:54,118.244.228.205,GET,/wap/load.asp,comicId=12303&chapterId=126775&imageId=0&_=1425168847207,117.185.27.103,Mozilla,0,26,381,1,200,0,64,79
3486,2015-03-01 00:13:54,118.244.228.205,GET,/wap/read.asp,chapterId=136092&comicId=12337,120.204.200.83,Mozilla,0,31,461,1,200,0,64,186
3488,2015-03-01 00:13:55,118.244.228.205,GET,/wap/read.asp,chapterId=136092&comicId=12337,180.153.201.214,Mozilla,2,31,807,0,200,0,0,202
3502,2015-03-01 00:13:56,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=136092&_=1425168703882,101.226.89.193,Mozilla,0,21,53,1,200,0,0,82
3504,2015-03-01 00:13:56,118.244.228.205,GET,/wap/read.asp,chapterId=138373&comicId=12536,180.153.206.35,Mozilla,2,31,827,0,200,0,0,224
3520,2015-03-01 00:13:59,118.244.228.205,GET,/wap/load.asp,comicId=12303&chapterId=126775&imageId=5&_=1425168847212,101.226.89.14,Mozilla,0,26,52,1,200,0,64,93
3842,2015-03-01 00:14:55,118.244.228.205,GET,/wap/read.asp,chapterId=142911&comicId=12554,101.226.66.173,Mozilla,2,31,33,0,200,0,0,206
4045,2015-03-01 00:15:32,118.244.228.205,GET,/wap/load.asp,comicId=12654&chapterId=142727&imageId=7&_=1425168315137,180.108.87.156,Mozilla,0,26,795,1,200,0,0,103
4110,2015-03-01 00:15:46,118.244.228.205,GET,/wap/read.asp,chapterId=140872&comicId=12605,120.204.201.77,Mozilla,0,31,463,1,200,0,64,173
4129,2015-03-01 00:15:49,118.244.228.205,GET,/wap/info.asp,id=12303&page=3,112.64.235.254,Mozilla,2,20,192,0,200,0,0,212
4132,2015-03-01 00:15:49,118.244.228.205,GET,/wap/init.asp,comicId=12605&chapterId=140872&_=1425168962680,120.204.201.77,Mozilla,0,21,463,1,200,0,0,98
4133,2015-03-01 00:15:49,118.244.228.205,GET,/wap/lastread.asp,comicId=12605&chapterId=140872&_=1425168962681,120.204.201.77,Mozilla,0,23,463,1,200,0,0,98
4211,2015-03-01 00:16:07,118.244.228.205,GET,/wap/init.asp,comicId=12303&chapterId=129530&_=1425168984033,101.226.89.14,Mozilla,0,21,52,1,200,0,0,96
4228,2015-03-01 00:16:11,118.244.228.205,GET,/wap/info.asp,id=12337,14.17.37.69,Mozilla,0,20,737,1,200,0,64,190
4257,2015-03-01 00:16:16,118.244.228.205,GET,/wap/lastread.asp,comicId=12303&chapterId=128847&_=1425168992486,101.226.89.14,Mozilla,0,23,52,1,200,0,0,88
4262,2015-03-01 00:16:17,118.244.228.205,GET,/wap/next.asp,comicId=12554&chapterId=138868&_=1425168707990,111.30.132.212,Mozilla,0,29,166,1,200,0,64,76
4311,2015-03-01 00:16:24,118.244.228.205,GET,/wap/info.asp,id=12337&page=10,180.153.206.13,Mozilla,1,20,813,1,200,0,0,161
4312,2015-03-01 00:16:25,118.244.228.205,GET,/wap/next.asp,comicId=12303&chapterId=128847&_=1425168992490,101.226.89.14,Mozilla,0,29,52,1,200,0,64,89
4338,2015-03-01 00:16:27,118.244.228.205,GET,/wap/read.asp,chapterId=134069&comicId=12337,14.17.37.69,Mozilla,0,31,737,1,200,0,0,174
4355,2015-03-01 00:16:28,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=134069&_=1425169035094,14.17.37.69,Mozilla,0,23,737,1,200,0,0,96
4356,2015-03-01 00:16:29,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=134069&_=1425169035093,14.17.37.69,Mozilla,0,21,737,1,200,0,0,97
4357,2015-03-01 00:16:29,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=134069&imageId=1&_=1425169035096,14.17.37.69,Mozilla,0,26,737,1,200,0,64,120
4393,2015-03-01 00:16:37,118.244.228.205,GET,/wap/next.asp,comicId=12303&chapterId=129002&_=1425168992502,117.185.27.103,Mozilla,0,29,381,1,200,0,64,82
4594,2015-03-01 00:17:18,118.244.228.205,GET,/wap/info.asp,id=12397&page=2,183.232.118.16,Mozilla,0,20,882,1,200,0,64,205
4766,2015-03-01 00:18:07,118.244.228.205,GET,/wap/info.asp,id=12332,42.92.163.9,Mozilla,1,20,1079,1,200,0,0,134
4875,2015-03-01 00:18:29,118.244.228.205,GET,/wap/info.asp,id=12441,183.195.232.24,Mozilla,0,20,870,1,200,0,64,167
4887,2015-03-01 00:18:32,118.244.228.205,GET,/wap/read.asp,chapterId=133740&comicId=12441,183.195.232.24,Mozilla,0,31,870,1,200,0,0,168
4889,2015-03-01 00:18:33,118.244.228.205,GET,/wap/read.asp,chapterId=133740&comicId=12441,180.153.114.199,Mozilla,2,31,802,0,200,0,0,204
4890,2015-03-01 00:18:33,118.244.228.205,GET,/wap/init.asp,comicId=12441&chapterId=133740&_=1425169108446,183.195.232.24,Mozilla,0,21,870,1,200,0,0,91
4891,2015-03-01 00:18:33,118.244.228.205,GET,/wap/lastread.asp,comicId=12441&chapterId=133740&_=1425169108447,183.195.232.24,Mozilla,0,23,870,1,200,0,64,140
4892,2015-03-01 00:18:34,118.244.228.205,GET,/wap/load.asp,comicId=12441&chapterId=133740&imageId=1&_=1425169108449,183.195.232.24,Mozilla,0,26,870,1,200,0,64,92
4925,2015-03-01 00:18:43,118.244.228.205,GET,/wap/info.asp,id=12554,36.59.238.29,Mozilla,0,20,1053,1,200,0,0,270
4975,2015-03-01 00:18:53,118.244.228.205,GET,/wap/read.asp,chapterId=142911&comicId=12554,36.59.238.29,Mozilla,0,31,1053,1,200,0,0,220
4980,2015-03-01 00:18:55,118.244.228.205,GET,/wap/init.asp,comicId=12554&chapterId=142911&_=1425169154235,36.59.238.29,Mozilla,0,21,1053,1,200,0,0,157
4981,2015-03-01 00:18:55,118.244.228.205,GET,/wap/lastread.asp,comicId=12554&chapterId=142911&_=1425169154236,36.59.238.29,Mozilla,0,23,1053,1,200,0,0,189
4984,2015-03-01 00:18:55,118.244.228.205,GET,/wap/load.asp,comicId=12554&chapterId=142911&imageId=0&_=1425169154237,36.59.238.29,Mozilla,0,26,1053,1,200,0,0,176
5018,2015-03-01 00:19:01,118.244.228.205,GET,/wap/info.asp,id=12475,120.204.201.77,Mozilla,0,20,463,1,200,0,64,175
5038,2015-03-01 00:19:06,118.244.228.205,GET,/wap/read.asp,chapterId=135222&comicId=12475,101.226.89.121,Mozilla,2,31,49,0,200,0,0,248
5092,2015-03-01 00:19:14,118.244.228.205,GET,/wap/read.asp,chapterId=133540&comicId=12449,183.232.118.16,Mozilla,0,31,882,1,200,0,0,185
5100,2015-03-01 00:19:16,118.244.228.205,GET,/wap/lastread.asp,comicId=12449&chapterId=133540&_=1425169404951,183.232.118.16,Mozilla,0,23,882,1,200,0,0,111
5121,2015-03-01 00:19:24,118.244.228.205,GET,/wap/info.asp,id=12664,117.148.199.39,Mozilla,1,20,370,1,200,0,0,137
5131,2015-03-01 00:19:25,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=134069&_=1425169035102,14.17.37.69,Mozilla,0,29,737,1,200,0,64,102
5145,2015-03-01 00:19:27,118.244.228.205,GET,/wap/read.asp,chapterId=143257&comicId=12664,117.148.199.39,Mozilla,1,31,370,1,200,0,0,362
5148,2015-03-01 00:19:28,118.244.228.205,GET,/wap/init.asp,comicId=12664&chapterId=143257&_=1425169190769,117.148.199.39,Mozilla,1,21,370,1,200,0,0,107
5149,2015-03-01 00:19:28,118.244.228.205,GET,/wap/lastread.asp,comicId=12664&chapterId=143257&_=1425169190770,117.148.199.39,Mozilla,1,23,370,1,200,0,0,137
5151,2015-03-01 00:19:28,118.244.228.205,GET,/wap/load.asp,comicId=12664&chapterId=143257&imageId=0&_=1425169190771,117.148.199.39,Mozilla,1,26,370,1,200,0,0,132
5177,2015-03-01 00:19:34,118.244.228.205,GET,/wap/info.asp,id=12539,223.104.11.159,Mozilla,0,20,1002,1,200,0,0,1299
5178,2015-03-01 00:19:34,118.244.228.205,GET,/wap/record.asp,-,182.109.198.238,Mozilla,1,32,848,1,200,0,0,82
5220,2015-03-01 00:19:44,118.244.228.205,GET,/wap/read.asp,chapterId=138544&comicId=12539,223.104.11.159,Mozilla,0,31,1002,1,200,0,0,834
5237,2015-03-01 00:19:49,118.244.228.205,GET,/wap/init.asp,comicId=12539&chapterId=138544&_=1425169206868,223.104.11.159,Mozilla,0,21,1002,1,200,0,0,890
5243,2015-03-01 00:19:51,118.244.228.205,GET,/wap/lastread.asp,comicId=12539&chapterId=138544&_=1425169206869,223.104.11.159,Mozilla,0,23,1002,1,200,0,0,2718
5254,2015-03-01 00:19:52,118.244.228.205,GET,/wap/load.asp,comicId=12539&chapterId=138544&imageId=0&_=1425169206870,223.104.11.159,Mozilla,0,26,1002,1,200,0,0,2843
5286,2015-03-01 00:20:02,118.244.228.205,GET,/wap/info.asp,id=12439,182.109.198.238,Mozilla,1,20,848,1,200,0,0,109
5330,2015-03-01 00:20:12,118.244.228.205,GET,/wap/read.asp,chapterId=133051&comicId=12439,182.109.198.238,Mozilla,1,31,848,1,200,0,0,165
5333,2015-03-01 00:20:13,118.244.228.205,GET,/wap/init.asp,comicId=12439&chapterId=133051&_=1425169233934,182.109.198.238,Mozilla,1,21,848,1,200,0,0,88
5334,2015-03-01 00:20:13,118.244.228.205,GET,/wap/lastread.asp,comicId=12439&chapterId=133051&_=1425169233935,182.109.198.238,Mozilla,1,23,848,1,200,0,0,96
5335,2015-03-01 00:20:13,118.244.228.205,GET,/wap/load.asp,comicId=12439&chapterId=133051&imageId=0&_=1425169233936,182.109.198.238,Mozilla,1,26,848,1,200,0,0,105
5371,2015-03-01 00:20:19,118.244.228.205,GET,/wap/info.asp,id=12590,123.232.135.20,Mozilla,1,20,541,1,200,0,0,153
5423,2015-03-01 00:20:32,118.244.228.205,GET,/wap/next.asp,comicId=12554&chapterId=142911&_=1425169154246,36.59.238.29,Mozilla,0,29,1053,1,200,0,0,377
5515,2015-03-01 00:20:56,118.244.228.205,GET,/wap/info.asp,id=12303&page=1,112.64.235.91,Mozilla,2,20,197,0,200,0,0,198
5524,2015-03-01 00:20:59,118.244.228.205,GET,/wap/info.asp,id=12337,111.30.132.176,Mozilla,0,20,160,1,200,0,64,141
5604,2015-03-01 00:21:14,118.244.228.205,GET,/wap/read.asp,chapterId=142844&comicId=12337,111.30.132.176,Mozilla,0,31,160,1,200,0,0,170
5609,2015-03-01 00:21:15,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=142844&_=1425169297975,111.30.132.176,Mozilla,0,21,160,1,200,0,0,79
5610,2015-03-01 00:21:15,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=142844&_=1425169297976,111.30.132.176,Mozilla,0,23,160,1,200,0,64,115
5611,2015-03-01 00:21:15,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=142844&imageId=0&_=1425169297977,111.30.132.176,Mozilla,0,26,160,1,200,0,64,87
5665,2015-03-01 00:21:28,118.244.228.205,GET,/wap/read.asp,chapterId=134553&comicId=12337,101.226.66.175,Mozilla,1,31,35,1,200,0,0,197
5682,2015-03-01 00:21:30,118.244.228.205,GET,/wap/next.asp,comicId=12539&chapterId=138542&_=1425168031266,101.228.128.164,Mozilla,1,29,55,1,200,0,0,172
5684,2015-03-01 00:21:30,118.244.228.205,GET,/wap/init.asp,comicId=12539&chapterId=138543&_=1425168031267,101.228.128.164,Mozilla,1,21,55,1,200,0,0,154
5690,2015-03-01 00:21:31,118.244.228.205,GET,/wap/next.asp,comicId=12475&chapterId=135223&_=1425169131940,120.204.201.77,Mozilla,0,29,463,1,200,0,64,104
5728,2015-03-01 00:21:36,118.244.228.205,GET,/wap/load.asp,comicId=12644&chapterId=142431&imageId=5&_=1425153298243,60.190.144.57,Mozilla,1,26,1197,1,200,0,0,292
5736,2015-03-01 00:21:37,118.244.228.205,GET,/wap/prev.asp,comicId=12539&chapterId=138544&_=1425169206878,223.104.11.159,Mozilla,0,30,1002,1,200,0,0,6359
5837,2015-03-01 00:22:03,118.244.228.205,GET,/wap/next.asp,comicId=12439&chapterId=133051&_=1425169233967,182.109.198.238,Mozilla,1,29,848,1,200,0,0,214
5947,2015-03-01 00:22:24,118.244.228.205,GET,/wap/read.asp,chapterId=143216&comicId=12337,42.62.74.33,mifetcher,2,31,1074,0,200,0,0,148
5950,2015-03-01 00:22:24,118.244.228.205,GET,/wap/read.asp,chapterId=129708&comicId=12337,42.62.74.32,mifetcher,2,31,1073,0,200,0,0,150
6012,2015-03-01 00:22:37,118.244.228.205,GET,/wap/info.asp,id=12492,120.198.202.48,Mozilla,0,20,458,1,200,0,64,205
6160,2015-03-01 00:23:05,118.244.228.205,GET,/wap/read.asp,chapterId=141297&comicId=12622,120.198.202.48,Mozilla,0,31,458,1,200,0,0,211
6166,2015-03-01 00:23:06,118.244.228.205,GET,/wap/init.asp,comicId=12622&chapterId=141297&_=1425169408190,120.198.202.48,Mozilla,0,21,458,1,200,0,0,119
6167,2015-03-01 00:23:07,118.244.228.205,GET,/wap/lastread.asp,comicId=12622&chapterId=141297&_=1425169408191,120.198.202.48,Mozilla,0,23,458,1,200,0,0,109
6168,2015-03-01 00:23:07,118.244.228.205,GET,/wap/load.asp,comicId=12622&chapterId=141297&imageId=0&_=1425169408192,120.198.202.48,Mozilla,0,26,458,1,200,0,64,123
6326,2015-03-01 00:23:34,118.244.228.205,GET,/wap/load.asp,comicId=12439&chapterId=133064&imageId=27&_=1425138885180,114.238.69.9,Mozilla,0,26,278,1,200,0,0,98
6436,2015-03-01 00:23:56,118.244.228.205,GET,/wap/load.asp,comicId=12622&chapterId=141297&imageId=8&_=1425169408202,113.83.58.163,Mozilla,0,26,264,1,200,0,0,149
6544,2015-03-01 00:24:20,118.244.228.205,GET,/wap/info.asp,id=12437,111.161.59.193,Mozilla,0,20,145,1,200,0,64,107
6545,2015-03-01 00:24:20,118.244.228.205,GET,/wap/info.asp,id=12437,1.57.102.200,Mozilla,0,20,7,1,200,0,0,169
6580,2015-03-01 00:24:28,118.244.228.205,GET,/wap/read.asp,chapterId=133108&comicId=12437,1.57.102.200,Mozilla,0,31,7,1,200,0,0,156
6582,2015-03-01 00:24:28,118.244.228.205,GET,/wap/lastread.asp,comicId=12437&chapterId=133108&_=1425169487815,1.57.102.200,Mozilla,0,23,7,1,200,0,0,109
6583,2015-03-01 00:24:28,118.244.228.205,GET,/wap/init.asp,comicId=12437&chapterId=133108&_=1425169487814,1.57.102.200,Mozilla,0,21,7,1,200,0,0,133
6584,2015-03-01 00:24:29,118.244.228.205,GET,/wap/load.asp,comicId=12437&chapterId=133108&imageId=0&_=1425169487816,1.57.102.200,Mozilla,0,26,7,1,200,0,0,103
6686,2015-03-01 00:24:55,118.244.228.205,GET,/wap/is.asp,-,110.211.112.205,Mozilla,1,22,119,1,200,0,0,73
6744,2015-03-01 00:25:06,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=142844&_=1425169297999,111.30.132.176,Mozilla,0,29,160,1,200,0,64,73
6847,2015-03-01 00:25:29,118.244.228.205,GET,/wap/next.asp,comicId=12441&chapterId=133723&_=1425169249012,183.195.232.24,Mozilla,0,29,870,1,200,0,64,87
6989,2015-03-01 00:26:03,118.244.228.205,GET,/wap/next.asp,comicId=12437&chapterId=133108&_=1425169487822,1.57.102.200,Mozilla,0,29,7,1,200,0,0,96
7002,2015-03-01 00:26:05,118.244.228.205,GET,/wap/next.asp,comicId=12610&chapterId=141008&_=1425169514620,111.161.61.49,Mozilla,0,29,147,1,200,0,64,69
7049,2015-03-01 00:26:14,118.244.228.205,GET,/wap/load.asp,comicId=12591&chapterId=139953&imageId=13&_=1425137126823,223.92.226.106,Mozilla,1,26,1032,1,200,0,0,117
7054,2015-03-01 00:26:14,118.244.228.205,GET,/wap/next.asp,comicId=12664&chapterId=143257&_=1425168644121,211.136.233.161,Mozilla,0,29,919,1,200,0,64,110
7061,2015-03-01 00:26:15,118.244.228.205,GET,/wap/is.asp,-,223.85.132.34,Mozilla,0,22,1029,1,200,0,64,123
7100,2015-03-01 00:26:26,118.244.228.205,GET,/wap/search.asp,keyword=%E8%A3%B8%E6%97%8F%E7%9A%84%E6%96%B0%E5%A8%98,223.85.132.34,Mozilla,0,35,1029,1,200,0,64,136
7208,2015-03-01 00:26:44,118.244.228.205,GET,/wap/is.asp,-,61.49.57.61,Mozilla,0,22,1225,1,200,0,0,54
7328,2015-03-01 00:27:07,118.244.228.205,GET,/wap/read.asp,chapterId=140873&comicId=12605,112.64.235.247,Mozilla,2,31,185,0,200,0,0,267
7338,2015-03-01 00:27:08,118.244.228.205,GET,/wap/search.asp,keyword=%E4%B9%83%E7%8C%AB,61.49.57.61,Mozilla,0,35,1225,1,200,0,0,74
7343,2015-03-01 00:27:09,118.244.228.205,GET,/wap/info.asp,id=12332,61.191.40.75,Mozilla,0,20,1220,1,200,0,0,138
7437,2015-03-01 00:27:19,118.244.228.205,GET,/wap/info.asp,id=12658,182.131.12.36,Mozilla,0,20,856,1,200,0,64,189
7446,2015-03-01 00:27:19,118.244.228.205,GET,/wap/info.asp,id=12626,211.140.18.121,Mozilla,1,20,924,1,200,0,0,157
7449,2015-03-01 00:27:20,118.244.228.205,GET,/wap/read.asp,chapterId=143150&comicId=12332,61.191.40.75,Mozilla,0,31,1220,1,200,0,0,140
7464,2015-03-01 00:27:23,118.244.228.205,GET,/wap/init.asp,comicId=12332&chapterId=143150&_=1425169669331,61.191.40.75,Mozilla,0,21,1220,1,200,0,0,72
7465,2015-03-01 00:27:23,118.244.228.205,GET,/wap/lastread.asp,comicId=12332&chapterId=143150&_=1425169669332,61.191.40.75,Mozilla,0,23,1220,1,200,0,0,68
7472,2015-03-01 00:27:23,118.244.228.205,GET,/wap/load.asp,comicId=12332&chapterId=143150&imageId=0&_=1425169669333,61.191.40.75,Mozilla,0,26,1220,1,200,0,0,115
7474,2015-03-01 00:27:23,118.244.228.205,GET,/wap/read.asp,chapterId=143214&comicId=12658,182.131.12.36,Mozilla,0,31,856,1,200,0,64,211
7489,2015-03-01 00:27:25,118.244.228.205,GET,/wap/lastread.asp,comicId=12658&chapterId=143214&_=1425169866793,182.131.12.36,Mozilla,0,23,856,1,200,0,64,104
7490,2015-03-01 00:27:25,118.244.228.205,GET,/wap/init.asp,comicId=12658&chapterId=143214&_=1425169866792,223.85.132.34,Mozilla,0,21,1029,1,200,0,64,155
7493,2015-03-01 00:27:25,118.244.228.205,GET,/wap/info.asp,id=12554,183.195.232.37,Mozilla,0,20,871,1,200,0,64,141
